Restaurant_Name,City,Area,Cuisines,Restaurant_Type,Online_Order,Book_Table,Rating,Votes,Cost_For_Two,Value_Score,Price_Category
The Hungry Tiger,Kolkata,Gariahat,"Mughlai, Beverages, Thai",Quick Bites,Yes,Yes,3.6,745,540,0.6667,Affordable
Masala Twist,Kolkata,Park Street,"Continental, North Indian, South Indian",Delivery,No,No,3.6,417,356,1.0112,Affordable
Hotel Taste of India,Kolkata,Park Street,"Continental, South Indian, Italian",Delivery,No,No,3.3,144,305,1.082,Affordable
Royal Masala Twist,Kolkata,New Town,North Indian,Fine Dining,No,No,4.8,1707,1891,0.2538,Premium
Restaurant Noodle Box,Kolkata,New Town,"North Indian, Street Food, Italian",Fine Dining,Yes,Yes,4.9,1165,3860,0.1269,Luxury
Shree Burger Barn,Kolkata,Park Street,"Thai, Punjabi",Bakery,Yes,Yes,3.5,391,301,1.1628,Affordable
Hotel Tiffin Box,Kolkata,Salt Lake,Rajasthani,Fine Dining,Yes,No,4.5,494,2861,0.1573,Luxury
The Cloud Kitchen,Kolkata,Gariahat,"Mexican, Continental",Delivery,Yes,No,4.2,750,367,1.1444,Affordable
Restaurant Cloud Kitchen,Kolkata,Gariahat,"Street Food, Desserts",Dessert Parlour,No,Yes,3.9,426,406,0.9606,Affordable
Hotel Sweet Tooth,Kolkata,Salt Lake,"Continental, Desserts",Bakery,Yes,No,3.6,760,478,0.7531,Affordable
Cafe Classic Dining,Kolkata,Gariahat,Punjabi,Quick Bites,No,Yes,3.8,126,597,0.6365,Affordable
Momo Point,Kolkata,Salt Lake,"Thai, Bengali, Seafood",Cafe,Yes,Yes,4.7,1435,1137,0.4134,Premium
Aroma Restaurant,Kolkata,Salt Lake,"Punjabi, Mughlai",Cafe,No,No,3.8,564,1019,0.3729,Premium
Hotel Tiffin Box,Kolkata,Gariahat,"Gujarati, North Indian, Desserts",Cafe,Yes,Yes,3.3,688,405,0.8148,Affordable
The Curry Leaf,Kolkata,New Town,South Indian,Food Court,Yes,No,2.6,582,425,0.6118,Affordable
Royal Pizza Palace,Kolkata,Park Street,"Mexican, Street Food",Dessert Parlour,Yes,No,4.4,564,387,1.137,Affordable
Royal Fusion Bites,Kolkata,New Town,"Pizza, Italian",Delivery,Yes,Yes,3.5,794,430,0.814,Affordable
The The Hungry Tiger,Kolkata,Park Street,Pizza,Bakery,Yes,Yes,2.9,639,575,0.5043,Affordable
Sweet Tooth,Kolkata,Gariahat,Punjabi,Quick Bites,No,No,3.4,522,254,1.3386,Budget
Cafe Noodle Box,Kolkata,Gariahat,"Street Food, Punjabi",Bakery,Yes,Yes,3.7,180,209,1.7703,Budget
Aroma Restaurant,Kolkata,Gariahat,"Italian, Fast Food, Thai",Bakery,No,No,2.9,384,543,0.5341,Affordable
Royal Masala Twist,Kolkata,New Town,"Thai, Mughlai, Seafood",Delivery,Yes,No,4.5,462,200,2.25,Budget
Saffron,Kolkata,Park Street,"Italian, Punjabi",Casual Dining,No,No,3.3,1364,681,0.4846,Mid-Range
Cafe Flavor Town,Kolkata,Salt Lake,"Gujarati, Rajasthani, Cafe",Quick Bites,Yes,No,3.8,511,379,1.0026,Affordable
Curry Leaf,Ahmedabad,Navrangpura,Bengali,Cafe,No,Yes,3.9,177,1127,0.3461,Premium
The Taste of India,Ahmedabad,SG Highway,"Desserts, Pizza",Quick Bites,No,No,4.4,24,364,1.2088,Affordable
The Masala Twist,Ahmedabad,CG Road,"Italian, Chinese, Pizza",Cafe,Yes,Yes,3.5,888,917,0.3817,Mid-Range
Cafe Aroma Restaurant,Ahmedabad,SG Highway,Desserts,Food Court,Yes,No,2.7,484,576,0.4688,Affordable
Restaurant Masala Twist,Ahmedabad,Navrangpura,"Mexican, North Indian",Cafe,No,No,3.5,992,783,0.447,Mid-Range
Curry Leaf,Ahmedabad,SG Highway,"Biryani, Street Food, South Indian",Delivery,Yes,Yes,3.1,333,389,0.7969,Affordable
Cafe Food Hub,Ahmedabad,Navrangpura,"Rajasthani, Italian",Dessert Parlour,Yes,No,3.2,667,495,0.6465,Affordable
New Aroma Restaurant,Ahmedabad,CG Road,Thai,Fine Dining,Yes,No,4.3,624,2682,0.1603,Luxury
Royal The Hungry Tiger,Ahmedabad,CG Road,"Mughlai, Italian, Cafe",Casual Dining,Yes,Yes,3.4,1342,1074,0.3166,Premium
Hotel Dosa Corner,Ahmedabad,CG Road,"Mexican, South Indian, Desserts",Fine Dining,No,No,4.8,525,1532,0.3133,Premium
Chaat Junction,Ahmedabad,SG Highway,Rajasthani,Dessert Parlour,Yes,No,3.4,477,415,0.8193,Affordable
New Biryani House,Ahmedabad,CG Road,"Beverages, Desserts, Gujarati",Dessert Parlour,No,No,4.4,249,549,0.8015,Affordable
Restaurant Momo Point,Ahmedabad,SG Highway,"Mexican, Seafood",Fine Dining,Yes,Yes,4.0,1422,2731,0.1465,Luxury
Cafe Curry Leaf,Ahmedabad,SG Highway,"Desserts, South Indian, Chinese",Cafe,Yes,No,4.4,511,869,0.5063,Mid-Range
Spice Garden,Ahmedabad,CG Road,"Chinese, Pizza",Dessert Parlour,Yes,Yes,2.7,167,225,1.2,Budget
Restaurant Cloud Kitchen,Ahmedabad,SG Highway,"Fast Food, Gujarati",Cafe,Yes,No,3.5,1418,883,0.3964,Mid-Range
Royal Sweet Tooth,Ahmedabad,Navrangpura,Desserts,Fine Dining,No,Yes,4.7,1878,2659,0.1768,Luxury
The Fusion Bites,Ahmedabad,Navrangpura,"Gujarati, Mexican",Casual Dining,Yes,No,3.5,805,640,0.5469,Mid-Range
Pizza Palace,Ahmedabad,CG Road,Continental,Fine Dining,Yes,Yes,4.0,390,3283,0.1218,Luxury
Hotel Kebab King,Ahmedabad,Navrangpura,"Gujarati, South Indian",Dessert Parlour,Yes,No,2.9,708,303,0.9571,Affordable
Noodle Box,Ahmedabad,SG Highway,"Seafood, North Indian, Pizza",Casual Dining,Yes,No,3.8,73,865,0.4393,Mid-Range
Biryani House,Ahmedabad,SG Highway,"Italian, Fast Food",Dessert Parlour,Yes,No,3.4,494,290,1.1724,Budget
Shree Noodle Box,Ahmedabad,SG Highway,"Seafood, Chinese, Biryani",Fine Dining,Yes,No,4.6,604,2556,0.18,Luxury
Cloud Kitchen,Ahmedabad,SG Highway,"South Indian, Fast Food",Bakery,No,No,2.6,712,406,0.6404,Affordable
The Tiffin Box,Ahmedabad,Navrangpura,Street Food,Dessert Parlour,Yes,Yes,3.1,46,425,0.7294,Affordable
Shree Flavor Town,Ahmedabad,Navrangpura,Pizza,Fine Dining,Yes,Yes,4.6,1082,3521,0.1306,Luxury
Grill House,Ahmedabad,Navrangpura,"Punjabi, Mexican, Rajasthani",Delivery,Yes,No,2.6,751,411,0.6326,Affordable
Biryani House,Ahmedabad,SG Highway,"Street Food, Bengali",Casual Dining,Yes,Yes,4.3,1387,1138,0.3779,Premium
Saffron,Ahmedabad,Navrangpura,"Cafe, Punjabi",Dessert Parlour,Yes,No,3.9,393,125,3.12,Budget
Urban Kitchen,Ahmedabad,SG Highway,"Punjabi, South Indian",Cafe,Yes,No,4.2,511,679,0.6186,Mid-Range
Royal Dhaba Express,Ahmedabad,Navrangpura,"Rajasthani, Desserts",Dessert Parlour,Yes,Yes,3.9,75,213,1.831,Budget
Shree Aroma Restaurant,Ahmedabad,CG Road,"Cafe, Desserts, Thai",Fine Dining,Yes,No,3.8,854,2895,0.1313,Luxury
Hotel Curry Leaf,Ahmedabad,Navrangpura,"Pizza, Seafood, Italian",Delivery,Yes,No,3.6,656,140,2.5714,Budget
Cloud Kitchen,Ahmedabad,SG Highway,"Street Food, Desserts",Food Court,Yes,No,2.8,180,399,0.7018,Affordable
Hotel Momo Point,Ahmedabad,CG Road,"Gujarati, Continental, Seafood",Dessert Parlour,No,Yes,3.7,136,535,0.6916,Affordable
Hotel Urban Kitchen,Ahmedabad,Navrangpura,Seafood,Cafe,Yes,No,3.5,621,1013,0.3455,Premium
Masala Twist,Ahmedabad,SG Highway,"Thai, Cafe, Seafood",Food Court,Yes,No,4.0,470,246,1.626,Budget
Cafe Fusion Bites,Ahmedabad,Navrangpura,"Pizza, Fast Food",Food Court,Yes,No,4.4,203,310,1.4194,Affordable
Royal Classic Dining,Ahmedabad,CG Road,"Mexican, Bengali, North Indian",Casual Dining,Yes,Yes,4.1,1451,883,0.4643,Mid-Range
Taste of India,Ahmedabad,SG Highway,Rajasthani,Delivery,Yes,No,2.9,739,579,0.5009,Affordable
Royal The Hungry Tiger,Ahmedabad,SG Highway,"Rajasthani, Cafe, Continental",Delivery,No,No,3.0,482,190,1.5789,Budget
Saffron,Ahmedabad,Navrangpura,"Chinese, North Indian",Delivery,No,No,3.3,491,366,0.9016,Affordable
New Classic Dining,Ahmedabad,Navrangpura,"Cafe, Thai, North Indian",Casual Dining,Yes,No,3.3,131,807,0.4089,Mid-Range
Pizza Palace,Ahmedabad,SG Highway,"Fast Food, Cafe",Bakery,Yes,Yes,4.2,124,485,0.866,Affordable
The Hungry Tiger,Ahmedabad,CG Road,Italian,Bakery,Yes,No,2.6,736,560,0.4643,Affordable
Momo Point,Ahmedabad,CG Road,"Rajasthani, Italian",Bakery,Yes,No,4.0,544,175,2.2857,Budget
Cafe Fusion Bites,Ahmedabad,CG Road,"Pizza, Mexican",Dessert Parlour,Yes,No,3.4,168,250,1.36,Budget
New Sweet Tooth,Ahmedabad,CG Road,"Continental, North Indian",Fine Dining,No,No,4.0,731,1549,0.2582,Premium
Cafe Chaat Junction,Ahmedabad,CG Road,"Biryani, Mexican",Cafe,No,No,3.8,1377,896,0.4241,Mid-Range
Chaat Junction,Ahmedabad,CG Road,"Chinese, Desserts, Continental",Quick Bites,Yes,Yes,3.1,756,498,0.6225,Affordable
New Aroma Restaurant,Ahmedabad,Navrangpura,"Punjabi, Continental, Mughlai",Quick Bites,Yes,Yes,3.8,347,587,0.6474,Affordable
Restaurant Burger Barn,Ahmedabad,Navrangpura,Rajasthani,Casual Dining,Yes,Yes,3.6,424,1157,0.3111,Premium
Cafe Grill House,Ahmedabad,CG Road,South Indian,Bakery,No,Yes,3.1,204,480,0.6458,Affordable
Hotel Curry Leaf,Ahmedabad,CG Road,Continental,Quick Bites,Yes,No,3.5,559,150,2.3333,Budget
Hotel Aroma Restaurant,Ahmedabad,CG Road,"Chinese, Gujarati",Casual Dining,Yes,No,3.5,664,898,0.3898,Mid-Range
Classic Dining,Ahmedabad,CG Road,"Cafe, Rajasthani, North Indian",Delivery,Yes,No,3.0,190,423,0.7092,Affordable
Grill House,Ahmedabad,CG Road,"Continental, Desserts, Italian",Dessert Parlour,No,No,3.8,784,157,2.4204,Budget
Cafe Curry Leaf,Ahmedabad,SG Highway,Pizza,Bakery,Yes,No,3.1,463,573,0.541,Affordable
Royal Urban Kitchen,Ahmedabad,SG Highway,Street Food,Delivery,Yes,No,3.6,711,152,2.3684,Budget
Shree Classic Dining,Ahmedabad,Navrangpura,Mughlai,Food Court,No,No,4.2,688,412,1.0194,Affordable
Dhaba Express,Ahmedabad,CG Road,"Italian, Continental, Cafe",Fine Dining,Yes,No,4.1,827,2093,0.1959,Luxury
Spice Garden,Ahmedabad,Navrangpura,"Seafood, Bengali, North Indian",Fine Dining,No,No,4.9,1522,2948,0.1662,Luxury
Restaurant Curry Leaf,Ahmedabad,Navrangpura,Italian,Delivery,Yes,No,3.1,401,504,0.6151,Affordable
The Cloud Kitchen,Ahmedabad,Navrangpura,"Fast Food, Chinese",Bakery,Yes,No,3.5,617,469,0.7463,Affordable
Shree Masala Twist,Ahmedabad,SG Highway,"Gujarati, Continental, Italian",Fine Dining,No,No,3.9,1509,1729,0.2256,Premium
New Taste of India,Ahmedabad,CG Road,Chinese,Bakery,Yes,No,3.3,164,177,1.8644,Budget
Hotel Flavor Town,Ahmedabad,Navrangpura,"Mexican, Thai",Delivery,No,Yes,3.8,716,249,1.5261,Budget
Fusion Bites,Ahmedabad,Navrangpura,"Rajasthani, Mughlai",Food Court,Yes,No,3.4,213,270,1.2593,Budget
New Kebab King,Ahmedabad,SG Highway,Fast Food,Quick Bites,Yes,No,4.1,59,508,0.8071,Affordable
Hotel Momo Point,Ahmedabad,SG Highway,Punjabi,Fine Dining,No,No,4.4,1377,2657,0.1656,Luxury
Dhaba Express,Jaipur,Vaishali Nagar,"Pizza, Punjabi, Chinese",Casual Dining,Yes,No,4.2,199,595,0.7059,Affordable
Spice Garden,Jaipur,C Scheme,"Desserts, Chinese, Pizza",Cafe,Yes,No,4.0,935,1109,0.3607,Premium
Shree Classic Dining,Jaipur,C Scheme,North Indian,Fine Dining,Yes,No,4.1,1396,2412,0.17,Luxury
The Cloud Kitchen,Jaipur,MI Road,"Beverages, Mexican, Biryani",Delivery,Yes,Yes,3.1,36,151,2.053,Budget
Restaurant Curry Leaf,Jaipur,Vaishali Nagar,Desserts,Food Court,No,No,3.8,320,203,1.8719,Budget
The Dhaba Express,Jaipur,Vaishali Nagar,Rajasthani,Quick Bites,Yes,No,2.6,771,544,0.4779,Affordable
Hotel Dosa Corner,Jaipur,MI Road,Mughlai,Fine Dining,No,No,3.9,1237,2217,0.1759,Luxury
Hotel Dhaba Express,Jaipur,MI Road,"Cafe, Beverages",Casual Dining,No,No,3.5,1088,492,0.7114,Affordable
Burger Barn,Jaipur,C Scheme,"Bengali, Seafood",Quick Bites,No,Yes,3.2,76,258,1.2403,Budget
Royal Spice Garden,Jaipur,MI Road,"Seafood, Gujarati, North Indian",Casual Dining,No,Yes,4.2,142,731,0.5746,Mid-Range
Cafe Noodle Box,Jaipur,MI Road,Gujarati,Cafe,No,Yes,4.4,1403,1157,0.3803,Premium
Fusion Bites,Jaipur,Vaishali Nagar,"Biryani, Pizza, Beverages",Cafe,No,Yes,3.4,467,909,0.374,Mid-Range
Royal Aroma Restaurant,Jaipur,C Scheme,Desserts,Quick Bites,Yes,No,3.8,427,173,2.1965,Budget
Tiffin Box,Jaipur,Vaishali Nagar,Fast Food,Cafe,Yes,No,3.3,280,467,0.7066,Affordable
Hotel Chaat Junction,Jaipur,Vaishali Nagar,"North Indian, Street Food, Gujarati",Cafe,Yes,No,3.4,1155,1072,0.3172,Premium
Fusion Bites,Jaipur,MI Road,Continental,Delivery,Yes,No,2.8,94,437,0.6407,Affordable
Royal Saffron,Jaipur,MI Road,Italian,Delivery,Yes,No,3.2,483,598,0.5351,Affordable
Cafe Spice Garden,Jaipur,MI Road,"Beverages, Biryani",Food Court,Yes,No,2.6,404,563,0.4618,Affordable
Royal Sweet Tooth,Jaipur,Vaishali Nagar,Pizza,Quick Bites,Yes,Yes,3.5,362,539,0.6494,Affordable
Cafe Saffron,Jaipur,Vaishali Nagar,"Cafe, Italian",Delivery,Yes,Yes,3.1,536,493,0.6288,Affordable
Hotel Burger Barn,Jaipur,Vaishali Nagar,"Rajasthani, Fast Food, Desserts",Bakery,No,Yes,3.8,667,318,1.195,Affordable
New Dosa Corner,Jaipur,Vaishali Nagar,Thai,Casual Dining,No,Yes,3.7,943,863,0.4287,Mid-Range
New Grill House,Jaipur,MI Road,Continental,Delivery,No,Yes,4.0,625,369,1.084,Affordable
Cafe Tiffin Box,Jaipur,C Scheme,"Continental, Punjabi, Pizza",Food Court,Yes,Yes,2.8,643,424,0.6604,Affordable
Shree The Hungry Tiger,Jaipur,MI Road,Italian,Fine Dining,Yes,No,4.2,1268,3096,0.1357,Luxury
The Cloud Kitchen,Jaipur,Vaishali Nagar,Chinese,Dessert Parlour,Yes,No,3.1,761,572,0.542,Affordable
Momo Point,Jaipur,MI Road,Gujarati,Cafe,No,No,4.4,851,648,0.679,Mid-Range
Cafe Curry Leaf,Jaipur,Vaishali Nagar,"Chinese, Continental",Delivery,No,Yes,4.3,753,163,2.638,Budget
Shree Masala Twist,Jaipur,MI Road,"Italian, Desserts, North Indian",Cafe,Yes,No,4.0,1337,1190,0.3361,Premium
Biryani House,Jaipur,C Scheme,Chinese,Bakery,No,No,3.9,288,548,0.7117,Affordable
Royal Fusion Bites,Jaipur,Vaishali Nagar,"Mexican, Pizza",Bakery,No,No,4.1,308,488,0.8402,Affordable
New The Hungry Tiger,Jaipur,Vaishali Nagar,"Gujarati, Bengali, Mexican",Delivery,Yes,Yes,4.0,751,531,0.7533,Affordable
Hotel Cloud Kitchen,Jaipur,C Scheme,"Chinese, North Indian",Dessert Parlour,Yes,No,3.0,236,353,0.8499,Affordable
Hotel Momo Point,Jaipur,MI Road,"Cafe, Mexican, Seafood",Bakery,Yes,No,3.8,626,121,3.1405,Budget
Shree Momo Point,Jaipur,C Scheme,Beverages,Casual Dining,Yes,No,4.1,131,803,0.5106,Mid-Range
The Aroma Restaurant,Jaipur,Vaishali Nagar,"Bengali, North Indian",Quick Bites,Yes,Yes,3.8,111,268,1.4179,Budget
Cloud Kitchen,Jaipur,MI Road,"Beverages, Cafe",Dessert Parlour,No,Yes,3.4,342,124,2.7419,Budget
Restaurant The Hungry Tiger,Jaipur,Vaishali Nagar,"Thai, Desserts, Seafood",Delivery,No,No,2.8,101,355,0.7887,Affordable
Dhaba Express,Jaipur,Vaishali Nagar,"Chinese, Seafood, Desserts",Casual Dining,Yes,No,4.3,592,607,0.7084,Mid-Range
New Tiffin Box,Jaipur,MI Road,Desserts,Cafe,Yes,Yes,3.7,1484,918,0.4031,Mid-Range
New Kebab King,Jaipur,Vaishali Nagar,"Chinese, Mughlai, Cafe",Fine Dining,Yes,No,4.8,1945,3157,0.152,Luxury
Cafe Urban Kitchen,Jaipur,Vaishali Nagar,"Fast Food, Street Food",Cafe,Yes,No,3.7,956,630,0.5873,Mid-Range
The Fusion Bites,Jaipur,Vaishali Nagar,"Continental, Cafe",Quick Bites,Yes,Yes,3.8,158,210,1.8095,Budget
Aroma Restaurant,Jaipur,Vaishali Nagar,"Thai, Cafe",Bakery,No,Yes,2.9,604,365,0.7945,Affordable
Flavor Town,Jaipur,MI Road,"Bengali, Beverages",Food Court,Yes,No,3.0,375,376,0.7979,Affordable
New Burger Barn,Jaipur,Vaishali Nagar,Punjabi,Cafe,No,No,3.4,516,1018,0.334,Premium
The Kebab King,Jaipur,Vaishali Nagar,"South Indian, Rajasthani, Mexican",Dessert Parlour,Yes,No,4.4,32,187,2.3529,Budget
Cafe Sweet Tooth,Jaipur,MI Road,Beverages,Cafe,Yes,No,4.1,106,1145,0.3581,Premium
Royal The Hungry Tiger,Jaipur,MI Road,"Thai, Street Food",Bakery,Yes,No,4.3,426,584,0.7363,Affordable
Royal Cloud Kitchen,Jaipur,MI Road,"Beverages, Mexican, Fast Food",Quick Bites,No,Yes,2.6,757,311,0.836,Affordable
Sweet Tooth,Jaipur,C Scheme,Gujarati,Cafe,No,No,3.3,1225,813,0.4059,Mid-Range
Curry Leaf,Jaipur,MI Road,Desserts,Bakery,Yes,No,2.9,268,320,0.9062,Affordable
Biryani House,Jaipur,MI Road,"Chinese, Desserts, Rajasthani",Food Court,No,No,2.5,72,410,0.6098,Affordable
Restaurant Classic Dining,Jaipur,C Scheme,"North Indian, Cafe, Desserts",Quick Bites,Yes,Yes,4.3,393,388,1.1082,Affordable
Shree Flavor Town,Jaipur,MI Road,Thai,Bakery,Yes,No,4.2,168,567,0.7407,Affordable
Cafe Momo Point,Jaipur,C Scheme,"North Indian, South Indian",Cafe,No,No,4.4,688,523,0.8413,Affordable
Dhaba Express,Jaipur,MI Road,Gujarati,Cafe,Yes,Yes,4.1,981,745,0.5503,Mid-Range
Shree Urban Kitchen,Jaipur,C Scheme,"Continental, Beverages",Casual Dining,Yes,No,3.9,135,813,0.4797,Mid-Range
Cafe Dhaba Express,Jaipur,MI Road,"Chinese, Desserts, Punjabi",Casual Dining,Yes,No,4.0,1168,1175,0.3404,Premium
Shree Cloud Kitchen,Jaipur,Vaishali Nagar,"Bengali, Seafood, Cafe",Dessert Parlour,Yes,No,3.5,584,264,1.3258,Budget
New Spice Garden,Surat,Adajan,"South Indian, Mughlai, Chinese",Quick Bites,Yes,No,4.3,187,377,1.1406,Affordable
Cafe Grill House,Surat,Vesu,"Mughlai, Beverages",Dessert Parlour,No,Yes,4.2,454,547,0.7678,Affordable
Royal Classic Dining,Surat,Athwa,Fast Food,Quick Bites,Yes,Yes,2.9,84,263,1.1027,Budget
Dosa Corner,Surat,Vesu,Seafood,Quick Bites,Yes,No,4.3,256,102,4.2157,Budget
Curry Leaf,Surat,Athwa,"Seafood, South Indian",Delivery,Yes,No,3.7,442,232,1.5948,Budget
Food Hub,Surat,Athwa,"North Indian, Bengali",Dessert Parlour,No,No,4.2,511,197,2.132,Budget
Cafe Aroma Restaurant,Surat,Vesu,Continental,Bakery,Yes,Yes,2.8,510,505,0.5545,Affordable
Hotel Tiffin Box,Surat,Vesu,"Thai, Street Food",Fine Dining,Yes,No,3.9,1008,1989,0.1961,Premium
Hotel Burger Barn,Surat,Vesu,Punjabi,Delivery,No,No,2.7,48,217,1.2442,Budget
The Momo Point,Surat,Adajan,"Biryani, Rajasthani",Food Court,Yes,Yes,4.4,203,492,0.8943,Affordable
Hotel Burger Barn,Surat,Adajan,"Italian, Pizza",Cafe,Yes,Yes,4.2,828,800,0.525,Mid-Range
Food Hub,Surat,Adajan,"Rajasthani, North Indian",Delivery,No,Yes,3.0,304,370,0.8108,Affordable
Restaurant Spice Garden,Surat,Vesu,"Punjabi, Thai",Casual Dining,Yes,No,3.8,808,729,0.5213,Mid-Range
Shree Momo Point,Surat,Athwa,"South Indian, Seafood, Fast Food",Quick Bites,No,No,3.8,85,379,1.0026,Affordable
Shree Pizza Palace,Surat,Vesu,"Cafe, Seafood",Fine Dining,Yes,No,4.6,906,2524,0.1823,Luxury
The Noodle Box,Surat,Vesu,Biryani,Food Court,Yes,No,4.4,273,298,1.4765,Budget
Noodle Box,Surat,Vesu,Rajasthani,Cafe,Yes,No,4.5,306,811,0.5549,Mid-Range
Restaurant Momo Point,Surat,Adajan,"Rajasthani, Cafe, Seafood",Bakery,Yes,No,3.8,750,168,2.2619,Budget
Royal Noodle Box,Surat,Adajan,"Thai, Bengali",Food Court,Yes,No,3.3,121,340,0.9706,Affordable
Restaurant Sweet Tooth,Surat,Athwa,Desserts,Delivery,Yes,Yes,3.3,452,364,0.9066,Affordable
Cafe Cloud Kitchen,Surat,Vesu,"Mexican, Biryani",Cafe,Yes,No,4.4,892,554,0.7942,Affordable
Curry Leaf,Surat,Athwa,"Cafe, Punjabi, South Indian",Food Court,No,No,2.7,64,104,2.5962,Budget
Masala Twist,Surat,Adajan,Street Food,Cafe,No,No,4.6,964,997,0.4614,Mid-Range
Flavor Town,Surat,Adajan,Pizza,Cafe,Yes,No,4.1,1200,562,0.7295,Affordable
Dhaba Express,Surat,Athwa,"Biryani, Rajasthani, Fast Food",Casual Dining,No,Yes,3.8,511,788,0.4822,Mid-Range
Urban Kitchen,Surat,Vesu,"North Indian, Gujarati",Cafe,No,No,4.5,807,487,0.924,Affordable
The Fusion Bites,Surat,Athwa,Mughlai,Cafe,No,No,4.3,776,485,0.8866,Affordable
The Classic Dining,Surat,Adajan,Beverages,Fine Dining,No,Yes,4.1,248,3631,0.1129,Luxury
The Pizza Palace,Surat,Athwa,"Rajasthani, Bengali",Dessert Parlour,Yes,Yes,4.5,479,436,1.0321,Affordable
Kebab King,Surat,Athwa,"Mexican, North Indian, Street Food",Quick Bites,Yes,No,3.3,721,118,2.7966,Budget
Hotel Urban Kitchen,Surat,Vesu,"Desserts, Biryani",Fine Dining,No,No,4.4,776,3502,0.1256,Luxury
Hotel Taste of India,Surat,Adajan,Biryani,Casual Dining,No,Yes,3.3,183,782,0.422,Mid-Range
Hotel Food Hub,Surat,Athwa,"Desserts, Chinese, Biryani",Quick Bites,Yes,No,4.4,348,423,1.0402,Affordable
Hotel Sweet Tooth,Surat,Vesu,Chinese,Cafe,Yes,No,3.3,1454,843,0.3915,Mid-Range
Cafe Grill House,Surat,Adajan,"Mughlai, Gujarati",Delivery,Yes,Yes,3.1,616,446,0.6951,Affordable
Restaurant Dosa Corner,Surat,Vesu,Mughlai,Casual Dining,Yes,No,4.1,1483,593,0.6914,Affordable
Aroma Restaurant,Surat,Adajan,Seafood,Delivery,Yes,No,3.7,665,359,1.0306,Affordable
Hotel Urban Kitchen,Surat,Athwa,"Italian, Street Food, Pizza",Quick Bites,Yes,Yes,3.2,71,475,0.6737,Affordable
Royal Saffron,Surat,Athwa,Chinese,Bakery,Yes,No,4.3,707,457,0.9409,Affordable
The Flavor Town,Surat,Vesu,"Beverages, Gujarati",Food Court,Yes,No,3.5,772,379,0.9235,Affordable
Cafe Aroma Restaurant,Surat,Vesu,"Rajasthani, Desserts",Fine Dining,No,No,4.9,1979,3399,0.1442,Luxury
Cafe Pizza Palace,Surat,Athwa,Biryani,Fine Dining,No,No,4.8,1018,2111,0.2274,Luxury
New Saffron,Surat,Adajan,Fast Food,Cafe,Yes,No,3.6,94,602,0.598,Mid-Range
Hotel The Hungry Tiger,Surat,Athwa,"Cafe, Gujarati",Delivery,Yes,No,2.8,691,596,0.4698,Affordable
Classic Dining,Surat,Vesu,"Street Food, Biryani, Continental",Bakery,Yes,No,2.9,23,351,0.8262,Affordable
The Dhaba Express,Surat,Vesu,"Fast Food, Biryani, Punjabi",Fine Dining,Yes,No,4.7,956,2024,0.2322,Luxury
Tiffin Box,Surat,Vesu,Mughlai,Fine Dining,No,No,4.8,1498,2780,0.1727,Luxury
Restaurant Chaat Junction,Surat,Athwa,"Mughlai, Biryani, Desserts",Food Court,No,No,4.3,617,462,0.9307,Affordable
Royal Aroma Restaurant,Surat,Vesu,Desserts,Bakery,Yes,Yes,4.0,339,419,0.9547,Affordable
The The Hungry Tiger,Surat,Vesu,"Seafood, Mughlai",Casual Dining,No,Yes,3.4,170,1196,0.2843,Premium
Royal Biryani House,Lucknow,Gomti Nagar,"Biryani, Italian, Desserts",Bakery,Yes,No,4.3,671,202,2.1287,Budget
Spice Garden,Lucknow,Hazratganj,"Mughlai, Punjabi, Mexican",Quick Bites,Yes,No,3.3,21,519,0.6358,Affordable
Biryani House,Lucknow,Gomti Nagar,Beverages,Fine Dining,Yes,No,4.0,1337,3064,0.1305,Luxury
Shree Kebab King,Lucknow,Hazratganj,"Mughlai, Rajasthani",Bakery,Yes,No,3.1,136,108,2.8704,Budget
The Hungry Tiger,Lucknow,Aliganj,"Seafood, Thai, North Indian",Food Court,Yes,No,3.3,637,267,1.236,Budget
Kebab King,Lucknow,Gomti Nagar,"South Indian, Biryani, Gujarati",Quick Bites,Yes,Yes,2.8,177,367,0.7629,Affordable
Hotel Curry Leaf,Lucknow,Gomti Nagar,"Desserts, Chinese",Casual Dining,Yes,No,4.0,860,1057,0.3784,Premium
Shree Food Hub,Lucknow,Hazratganj,Italian,Cafe,Yes,Yes,4.2,157,424,0.9906,Affordable
New Cloud Kitchen,Lucknow,Gomti Nagar,Biryani,Delivery,No,Yes,3.1,784,298,1.0403,Budget
Hotel Momo Point,Lucknow,Gomti Nagar,Bengali,Bakery,Yes,Yes,3.7,511,206,1.7961,Budget
Cafe Curry Leaf,Lucknow,Aliganj,"Mughlai, Biryani",Cafe,Yes,No,4.3,594,688,0.625,Mid-Range
New Cloud Kitchen,Lucknow,Gomti Nagar,"Mughlai, Desserts",Dessert Parlour,No,No,3.8,39,331,1.148,Affordable
Flavor Town,Lucknow,Aliganj,Fast Food,Delivery,Yes,No,4.0,220,547,0.7313,Affordable
The Curry Leaf,Lucknow,Hazratganj,"Street Food, Beverages, Rajasthani",Delivery,Yes,No,3.6,511,552,0.6522,Affordable
Shree Tiffin Box,Lucknow,Aliganj,Gujarati,Food Court,No,No,3.2,626,300,1.0667,Budget
Dhaba Express,Lucknow,Gomti Nagar,"Continental, Chinese, Fast Food",Dessert Parlour,No,No,3.7,21,538,0.6877,Affordable
