Restaurant_Name,City,Area,Cuisines,Restaurant_Type,Online_Order,Book_Table,Rating,Votes,Cost_For_Two
Hotel Momo Point,Jaipur,MI Road,"Cafe, Mexican, Seafood",Bakery,Yes,No,3.8,626.0,121
Shree Momo Point,Jaipur,C Scheme,Beverages,Casual Dining,Yes,No,4.1,131.0,803
The Aroma Restaurant,Jaipur,Vaishali Nagar,"Bengali, North Indian",Quick Bites,Yes,Yes,3.8,111.0,268
Cloud Kitchen,Jaipur,MI Road,"Beverages, Cafe",Dessert Parlour,No,Yes,3.4,342.0,124
Restaurant The Hungry Tiger,Jaipur,Vaishali Nagar,"Thai, Desserts, Seafood",Delivery,No,No,2.8,101.0,355
Dhaba Express,Jaipur,Vaishali Nagar,"Chinese, Seafood, Desserts",Casual Dining,Yes,No,4.3,592.0,607
New Tiffin Box,Jaipur,MI Road,Desserts,Cafe,Yes,Yes,3.7,1484.0,918
New Kebab King,Jaipur,Vaishali Nagar,"Chinese, Mughlai, Cafe",Fine Dining,Yes,No,4.8,1945.0,3157
Cafe Urban Kitchen,Jaipur,Vaishali Nagar,"Fast Food, Street Food",Cafe,Yes,No,3.7,956.0,630
The Fusion Bites,Jaipur,Vaishali Nagar,"Continental, Cafe",Quick Bites,Yes,Yes,,158.0,210
Aroma Restaurant,Jaipur,Vaishali Nagar,"Thai, Cafe",Bakery,No,Yes,2.9,604.0,365
Flavor Town,Jaipur,MI Road,"Bengali, Beverages",Food Court,Yes,No,3.0,375.0,376
New Burger Barn,Jaipur,Vaishali Nagar,Punjabi,Cafe,No,No,3.4,516.0,1018
The Kebab King,Jaipur,Vaishali Nagar,"South Indian, Rajasthani, Mexican",Dessert Parlour,Yes,No,4.4,32.0,187
Cafe Sweet Tooth,Jaipur,MI Road,Beverages,Cafe,Yes,No,4.1,106.0,1145
Royal The Hungry Tiger,Jaipur,MI Road,"Thai, Street Food",Bakery,Yes,No,4.3,426.0,584
Royal Cloud Kitchen,Jaipur,MI Road,"Beverages, Mexican, Fast Food",Quick Bites,No,Yes,2.6,757.0,311
Sweet Tooth,Jaipur,C Scheme,Gujarati,Cafe,No,No,3.3,1225.0,813
Curry Leaf,Jaipur,MI Road,Desserts,Bakery,Yes,No,2.9,268.0,320
Biryani House,Jaipur,MI Road,"Chinese, Desserts, Rajasthani",Food Court,No,No,2.5,72.0,410
Restaurant Classic Dining,Jaipur,C Scheme,"North Indian, Cafe, Desserts",Quick Bites,Yes,Yes,4.3,393.0,388
Shree Flavor Town,Jaipur,MI Road,Thai,Bakery,Yes,No,4.2,168.0,567
Cafe Momo Point,Jaipur,C Scheme,"North Indian, South Indian",Cafe,No,No,4.4,688.0,523
Dhaba Express,Jaipur,MI Road,Gujarati,Cafe,Yes,Yes,4.1,981.0,745
Shree Urban Kitchen,Jaipur,C Scheme,"Continental, Beverages",Casual Dining,Yes,No,3.9,135.0,813
Cafe Dhaba Express,Jaipur,MI Road,"Chinese, Desserts, Punjabi",Casual Dining,Yes,No,4.0,1168.0,1175
Shree Cloud Kitchen,Jaipur,Vaishali Nagar,"Bengali, Seafood, Cafe",Dessert Parlour,Yes,No,3.5,584.0,264
New Spice Garden,Surat,Adajan,"South Indian, Mughlai, Chinese",Quick Bites,Yes,No,4.3,187.0,377
Cafe Grill House,Surat,Vesu,"Mughlai, Beverages",Dessert Parlour,No,Yes,4.2,454.0,547
Royal Classic Dining,Surat,Athwa,Fast Food,Quick Bites,Yes,Yes,2.9,84.0,263
Dosa Corner,Surat,Vesu,Seafood,Quick Bites,Yes,No,4.3,256.0,102
Curry Leaf,Surat,Athwa,"Seafood, South Indian",Delivery,Yes,No,3.7,442.0,232
Food Hub,Surat,Athwa,"North Indian, Bengali",Dessert Parlour,No,No,4.2,,197
Cafe Aroma Restaurant,Surat,Vesu,Continental,Bakery,Yes,Yes,2.8,510.0,505
Hotel Tiffin Box,Surat,Vesu,"Thai, Street Food",Fine Dining,Yes,No,3.9,1008.0,1989
Hotel Burger Barn,Surat,Vesu,Punjabi,Delivery,No,No,2.7,48.0,217
The Momo Point,Surat,Adajan,"Biryani, Rajasthani",Food Court,Yes,Yes,4.4,203.0,492
Hotel Burger Barn,Surat,Adajan,"Italian, Pizza",Cafe,Yes,Yes,4.2,828.0,800
Food Hub,Surat,Adajan,"Rajasthani, North Indian",Delivery,No,Yes,3.0,304.0,370
Restaurant Spice Garden,Surat,Vesu,"Punjabi, Thai",Casual Dining,Yes,No,,808.0,729
Shree Momo Point,Surat,Athwa,"South Indian, Seafood, Fast Food",Quick Bites,No,No,,85.0,379
Shree Pizza Palace,Surat,Vesu,"Cafe, Seafood",Fine Dining,Yes,No,4.6,906.0,2524
The Noodle Box,Surat,Vesu,Biryani,Food Court,Yes,No,4.4,273.0,298
Noodle Box,Surat,Vesu,Rajasthani,Cafe,Yes,No,4.5,306.0,811
Restaurant Momo Point,Surat,Adajan,"Rajasthani, Cafe, Seafood",Bakery,Yes,No,3.8,750.0,168
Royal Noodle Box,Surat,Adajan,"Thai, Bengali",Food Court,Yes,No,3.3,121.0,340
Restaurant Sweet Tooth,Surat,Athwa,Desserts,Delivery,Yes,Yes,3.3,452.0,364
Cafe Cloud Kitchen,Surat,Vesu,"Mexican, Biryani",Cafe,Yes,No,4.4,892.0,554
Curry Leaf,Surat,Athwa,"Cafe, Punjabi, South Indian",Food Court,No,No,2.7,64.0,104
Masala Twist,Surat,Adajan,Street Food,Cafe,No,No,4.6,964.0,997
Flavor Town,Surat,Adajan,Pizza,Cafe,Yes,No,4.1,1200.0,562
Dhaba Express,Surat,Athwa,"Biryani, Rajasthani, Fast Food",Casual Dining,No,Yes,3.8,,788
Urban Kitchen,Surat,Vesu,"North Indian, Gujarati",Cafe,No,No,4.5,807.0,487
The Fusion Bites,Surat,Athwa,Mughlai,Cafe,No,No,4.3,776.0,485
The Classic Dining,Surat,Adajan,Beverages,Fine Dining,No,Yes,4.1,248.0,3631
The Pizza Palace,Surat,Athwa,"Rajasthani, Bengali",Dessert Parlour,Yes,Yes,4.5,479.0,436
Kebab King,Surat,Athwa,"Mexican, North Indian, Street Food",Quick Bites,Yes,No,3.3,721.0,118
Hotel Urban Kitchen,Surat,Vesu,"Desserts, Biryani",Fine Dining,No,No,4.4,776.0,3502
Hotel Taste of India,Surat,Adajan,Biryani,Casual Dining,No,Yes,3.3,183.0,782
Hotel Food Hub,Surat,Athwa,"Desserts, Chinese, Biryani",Quick Bites,Yes,No,4.4,348.0,423
Hotel Sweet Tooth,Surat,Vesu,Chinese,Cafe,Yes,No,3.3,1454.0,843
Cafe Grill House,Surat,Adajan,"Mughlai, Gujarati",Delivery,Yes,Yes,3.1,616.0,446
Restaurant Dosa Corner,Surat,Vesu,Mughlai,Casual Dining,Yes,No,4.1,1483.0,593
Aroma Restaurant,Surat,Adajan,Seafood,Delivery,Yes,No,3.7,665.0,359
Hotel Urban Kitchen,Surat,Athwa,"Italian, Street Food, Pizza",Quick Bites,Yes,Yes,3.2,71.0,475
Royal Saffron,Surat,Athwa,Chinese,Bakery,Yes,No,4.3,707.0,457
The Flavor Town,Surat,Vesu,"Beverages, Gujarati",Food Court,Yes,No,3.5,772.0,379
Cafe Aroma Restaurant,Surat,Vesu,"Rajasthani, Desserts",Fine Dining,No,No,4.9,1979.0,3399
Cafe Pizza Palace,Surat,Athwa,Biryani,Fine Dining,No,No,4.8,1018.0,2111
New Saffron,Surat,Adajan,Fast Food,Cafe,Yes,No,3.6,94.0,602
Hotel The Hungry Tiger,Surat,Athwa,"Cafe, Gujarati",Delivery,Yes,No,2.8,691.0,596
Classic Dining,Surat,Vesu,"Street Food, Biryani, Continental",Bakery,Yes,No,2.9,23.0,351
The Dhaba Express,Surat,Vesu,"Fast Food, Biryani, Punjabi",Fine Dining,Yes,No,4.7,956.0,2024
Tiffin Box,Surat,Vesu,Mughlai,Fine Dining,No,No,4.8,1498.0,2780
Restaurant Chaat Junction,Surat,Athwa,"Mughlai, Biryani, Desserts",Food Court,No,No,4.3,617.0,462
Royal Aroma Restaurant,Surat,Vesu,Desserts,Bakery,Yes,Yes,4.0,339.0,419
The The Hungry Tiger,Surat,Vesu,"Seafood, Mughlai",Casual Dining,No,Yes,3.4,170.0,1196
Royal Biryani House,Lucknow,Gomti Nagar,"Biryani, Italian, Desserts",Bakery,Yes,No,4.3,671.0,202
Spice Garden,Lucknow,Hazratganj,"Mughlai, Punjabi, Mexican",Quick Bites,Yes,No,3.3,21.0,519
Biryani House,Lucknow,Gomti Nagar,Beverages,Fine Dining,Yes,No,4.0,1337.0,3064
Shree Kebab King,Lucknow,Hazratganj,"Mughlai, Rajasthani",Bakery,Yes,No,3.1,136.0,108
The Hungry Tiger,Lucknow,Aliganj,"Seafood, Thai, North Indian",Food Court,Yes,No,3.3,637.0,267
Kebab King,Lucknow,Gomti Nagar,"South Indian, Biryani, Gujarati",Quick Bites,Yes,Yes,2.8,177.0,367
Hotel Curry Leaf,Lucknow,Gomti Nagar,"Desserts, Chinese",Casual Dining,Yes,No,4.0,860.0,1057
Shree Food Hub,Lucknow,Hazratganj,Italian,Cafe,Yes,Yes,4.2,157.0,424
New Cloud Kitchen,Lucknow,Gomti Nagar,Biryani,Delivery,No,Yes,3.1,784.0,298
Hotel Momo Point,Lucknow,Gomti Nagar,Bengali,Bakery,Yes,Yes,3.7,,206
Cafe Curry Leaf,Lucknow,Aliganj,"Mughlai, Biryani",Cafe,Yes,No,4.3,594.0,688
New Cloud Kitchen,Lucknow,Gomti Nagar,"Mughlai, Desserts",Dessert Parlour,No,No,3.8,39.0,331
Flavor Town,Lucknow,Aliganj,Fast Food,Delivery,Yes,No,4.0,220.0,547
The Curry Leaf,Lucknow,Hazratganj,"Street Food, Beverages, Rajasthani",Delivery,Yes,No,3.6,,552
Shree Tiffin Box,Lucknow,Aliganj,Gujarati,Food Court,No,No,3.2,626.0,300
Dhaba Express,Lucknow,Gomti Nagar,"Continental, Chinese, Fast Food",Dessert Parlour,No,No,3.7,21.0,538
The Masala Twist,Lucknow,Hazratganj,South Indian,Cafe,Yes,No,4.7,813.0,1159
The Chaat Junction,Lucknow,Hazratganj,"Biryani, Italian",Casual Dining,Yes,No,4.7,296.0,609
Royal Chaat Junction,Lucknow,Hazratganj,Chinese,Quick Bites,No,No,4.3,,455
Royal Food Hub,Lucknow,Aliganj,Chinese,Cafe,Yes,No,3.3,1003.0,842
The Momo Point,Lucknow,Gomti Nagar,"Street Food, Gujarati",Casual Dining,Yes,Yes,4.2,530.0,592
Aroma Restaurant,Lucknow,Aliganj,South Indian,Bakery,Yes,Yes,3.2,493.0,520
Shree Urban Kitchen,Lucknow,Aliganj,"Beverages, Bengali",Cafe,Yes,No,3.9,648.0,755
Cafe Food Hub,Lucknow,Gomti Nagar,"Bengali, Chinese",Fine Dining,Yes,No,4.2,1521.0,2969
Hotel Grill House,Lucknow,Aliganj,"Desserts, Thai, Pizza",Cafe,No,No,4.7,1469.0,610
Shree Biryani House,Lucknow,Gomti Nagar,"Fast Food, Mexican, North Indian",Quick Bites,Yes,No,4.4,242.0,478
Cafe Flavor Town,Lucknow,Hazratganj,"Seafood, Punjabi, Cafe",Food Court,Yes,No,3.3,118.0,484
Hotel Curry Leaf,Lucknow,Hazratganj,"Fast Food, Gujarati, Biryani",Quick Bites,No,No,3.1,425.0,486
Kebab King,Lucknow,Aliganj,Street Food,Quick Bites,Yes,Yes,4.1,78.0,136
Royal Momo Point,Lucknow,Hazratganj,Cafe,Fine Dining,Yes,No,4.0,1468.0,3255
Flavor Town,Lucknow,Aliganj,Gujarati,Bakery,Yes,Yes,3.9,402.0,540
Hotel Dhaba Express,Lucknow,Gomti Nagar,"Gujarati, North Indian, Seafood",Food Court,Yes,No,4.3,268.0,343
Biryani House,Lucknow,Hazratganj,Cafe,Food Court,No,Yes,3.1,730.0,497
The Saffron,Lucknow,Aliganj,"North Indian, Punjabi, Rajasthani",Cafe,Yes,Yes,3.6,844.0,978
Cafe Taste of India,Lucknow,Hazratganj,"Punjabi, Gujarati, Pizza",Casual Dining,No,Yes,3.4,1281.0,697
Urban Kitchen,Lucknow,Aliganj,"Continental, North Indian",Bakery,Yes,No,,395.0,190
Royal Momo Point,Lucknow,Hazratganj,Rajasthani,Bakery,No,No,2.7,152.0,184
Noodle Box,Lucknow,Aliganj,"Beverages, Bengali",Bakery,Yes,No,3.9,566.0,425
Cafe Biryani House,Lucknow,Hazratganj,Chinese,Fine Dining,Yes,No,4.5,1021.0,3444
Cafe Momo Point,Lucknow,Gomti Nagar,Mexican,Cafe,Yes,Yes,4.2,814.0,959
Hotel Grill House,Lucknow,Aliganj,"South Indian, Continental, Mughlai",Casual Dining,Yes,Yes,4.3,811.0,411
Shree Chaat Junction,Lucknow,Gomti Nagar,"Punjabi, North Indian, Street Food",Dessert Parlour,No,Yes,4.3,501.0,540
New Pizza Palace,Lucknow,Hazratganj,Pizza,Delivery,Yes,No,3.6,82.0,511
Food Hub,Lucknow,Gomti Nagar,"Chinese, Mexican, Pizza",Bakery,Yes,No,4.2,240.0,285
Cafe Chaat Junction,Lucknow,Aliganj,Mughlai,Fine Dining,No,No,4.2,1912.0,3983
Cafe Cloud Kitchen,Lucknow,Aliganj,"Pizza, Continental, Punjabi",Fine Dining,Yes,No,4.3,1054.0,1626
Chaat Junction,Lucknow,Aliganj,"Italian, Seafood",Quick Bites,Yes,No,4.5,320.0,274
Shree The Hungry Tiger,Lucknow,Aliganj,"Mexican, Thai",Bakery,No,No,3.8,150.0,393
Curry Leaf,Lucknow,Gomti Nagar,"Italian, Cafe",Casual Dining,No,No,3.5,540.0,731
Flavor Town,Lucknow,Aliganj,"Italian, Bengali",Fine Dining,No,Yes,4.5,1842.0,2070
Dosa Corner,Kochi,Kakkanad,Rajasthani,Food Court,Yes,Yes,3.9,308.0,548
Biryani House,Kochi,Edappally,"Continental, Seafood",Bakery,Yes,Yes,3.6,359.0,375
Royal Noodle Box,Kochi,Marine Drive,Chinese,Fine Dining,Yes,No,4.8,1327.0,3362
Hotel Kebab King,Kochi,Marine Drive,Bengali,Dessert Parlour,Yes,No,2.7,406.0,323
Royal Food Hub,Kochi,Marine Drive,Italian,Quick Bites,Yes,No,2.8,770.0,149
Burger Barn,Kochi,Marine Drive,"Cafe, Italian",Casual Dining,Yes,Yes,3.5,1218.0,1018
Royal Aroma Restaurant,Kochi,Kakkanad,"Mexican, Desserts, Continental",Quick Bites,Yes,No,,641.0,377
Biryani House,Kochi,Marine Drive,"Fast Food, Cafe",Dessert Parlour,Yes,No,3.0,179.0,412
Fusion Bites,Kochi,Edappally,"Street Food, Bengali, Seafood",Delivery,Yes,Yes,4.2,739.0,309
Shree Fusion Bites,Kochi,Marine Drive,"Italian, Mughlai, Gujarati",Quick Bites,Yes,No,3.2,521.0,110
Saffron,Kochi,Marine Drive,Chinese,Food Court,Yes,No,3.3,423.0,503
Shree Flavor Town,Kochi,Marine Drive,Seafood,Dessert Parlour,Yes,No,2.5,586.0,578
Kebab King,Kochi,Edappally,"Beverages, Cafe, Seafood",Fine Dining,Yes,No,4.3,383.0,3237
Food Hub,Kochi,Marine Drive,Pizza,Bakery,Yes,No,3.5,210.0,371
Dosa Corner,Kochi,Marine Drive,"Pizza, Chinese, Thai",Casual Dining,Yes,Yes,4.6,355.0,863
Cafe Masala Twist,Kochi,Kakkanad,"Pizza, Punjabi",Fine Dining,Yes,No,4.5,1540.0,3845
Cafe Tiffin Box,Kochi,Marine Drive,"Pizza, Continental",Bakery,Yes,No,3.7,78.0,139
The Grill House,Kochi,Kakkanad,"Beverages, Pizza, Biryani",Bakery,Yes,Yes,4.1,185.0,266
Dhaba Express,Kochi,Marine Drive,"Biryani, Pizza",Quick Bites,Yes,Yes,2.8,633.0,541
Dhaba Express,Kochi,Kakkanad,Fast Food,Bakery,No,Yes,3.7,78.0,121
Cloud Kitchen,Kochi,Edappally,"Seafood, Thai, Mexican",Bakery,No,No,3.4,542.0,431
Hotel Fusion Bites,Kochi,Edappally,Punjabi,Fine Dining,No,Yes,3.8,1428.0,1800
Shree Momo Point,Kochi,Kakkanad,"Street Food, Beverages",Fine Dining,Yes,No,4.6,1091.0,2382
Curry Leaf,Kochi,Edappally,"Street Food, Seafood, Continental",Cafe,Yes,No,4.6,1046.0,658
Classic Dining,Kochi,Edappally,"South Indian, Continental",Cafe,No,No,4.6,816.0,702
New Dosa Corner,Kochi,Marine Drive,"Street Food, Beverages, Punjabi",Casual Dining,Yes,Yes,4.7,188.0,890
Royal Dhaba Express,Kochi,Edappally,Thai,Casual Dining,Yes,Yes,,810.0,933
New Aroma Restaurant,Kochi,Kakkanad,"Beverages, South Indian",Food Court,No,No,4.3,509.0,488
Restaurant Taste of India,Kochi,Kakkanad,Seafood,Casual Dining,Yes,No,4.3,597.0,1050
Cafe Noodle Box,Kochi,Kakkanad,"Seafood, Continental",Fine Dining,Yes,No,4.8,1056.0,2296
Cafe Urban Kitchen,Kochi,Edappally,North Indian,Dessert Parlour,No,Yes,2.6,504.0,472
New Tiffin Box,Kochi,Kakkanad,Rajasthani,Casual Dining,No,No,4.3,1010.0,781
Restaurant Burger Barn,Kochi,Marine Drive,"Desserts, Punjabi, Biryani",Food Court,No,No,3.7,295.0,449
Biryani House,Kochi,Marine Drive,"Italian, Desserts",Fine Dining,No,No,4.9,305.0,3157
Momo Point,Kochi,Edappally,Continental,Delivery,Yes,Yes,2.7,527.0,377
Noodle Box,Kochi,Marine Drive,Continental,Dessert Parlour,Yes,No,4.4,331.0,133
Restaurant Masala Twist,Kochi,Marine Drive,"North Indian, Desserts",Fine Dining,No,Yes,4.1,1011.0,3514
Hotel Flavor Town,Kochi,Kakkanad,"Pizza, Desserts",Cafe,Yes,No,3.4,67.0,484
Urban Kitchen,Kochi,Kakkanad,North Indian,Cafe,Yes,Yes,3.6,1440.0,775
Restaurant Dosa Corner,Kochi,Edappally,Pizza,Casual Dining,No,No,3.3,218.0,996
Royal Saffron,Chandigarh,Sector 17,Italian,Bakery,Yes,No,3.6,637.0,525
Grill House,Chandigarh,Sector 22,"Cafe, Continental",Casual Dining,No,Yes,4.5,383.0,1080
The Taste of India,Chandigarh,Sector 17,"Seafood, Bengali, Continental",Dessert Parlour,No,No,3.8,256.0,207
Shree Noodle Box,Chandigarh,Sector 22,Fast Food,Casual Dining,No,Yes,4.3,731.0,689
Hotel Food Hub,Chandigarh,Sector 17,"Thai, Mexican, Street Food",Casual Dining,No,Yes,3.9,795.0,434
Urban Kitchen,Chandigarh,Sector 22,"Pizza, Gujarati",Dessert Parlour,Yes,No,4.1,341.0,541
New Fusion Bites,Chandigarh,Sector 22,Pizza,Cafe,No,No,,353.0,742
The Biryani House,Chandigarh,Sector 22,Pizza,Dessert Parlour,Yes,No,3.8,361.0,464
Royal Fusion Bites,Chandigarh,Sector 35,Biryani,Delivery,Yes,No,4.0,290.0,358
Momo Point,Chandigarh,Sector 35,"South Indian, Rajasthani",Delivery,No,No,,477.0,486
The Burger Barn,Chandigarh,Sector 35,"Bengali, Rajasthani",Casual Dining,No,No,3.5,1260.0,722
Hotel Saffron,Chandigarh,Sector 35,"Italian, North Indian",Dessert Parlour,Yes,Yes,4.4,254.0,330
Royal Curry Leaf,Chandigarh,Sector 35,Punjabi,Fine Dining,No,No,4.6,1774.0,2754
Taste of India,Chandigarh,Sector 22,Continental,Dessert Parlour,No,No,4.0,,190
Curry Leaf,Chandigarh,Sector 35,"North Indian, Fast Food",Delivery,Yes,No,3.0,309.0,436
The Burger Barn,Chandigarh,Sector 17,"Fast Food, Street Food",Cafe,Yes,No,4.0,206.0,470
Royal Saffron,Chandigarh,Sector 17,Fast Food,Dessert Parlour,No,No,3.5,557.0,527
Hotel Taste of India,Chandigarh,Sector 17,Beverages,Food Court,Yes,No,,752.0,228
Cloud Kitchen,Chandigarh,Sector 22,"Pizza, Punjabi",Cafe,No,No,3.9,1343.0,1175
Restaurant Urban Kitchen,Chandigarh,Sector 22,"Seafood, Mughlai, Pizza",Casual Dining,Yes,No,4.4,1478.0,1165
Classic Dining,Chandigarh,Sector 22,"Desserts, Beverages",Bakery,Yes,Yes,3.4,594.0,101
Shree Tiffin Box,Chandigarh,Sector 35,"North Indian, Desserts, Rajasthani",Fine Dining,Yes,No,4.5,1769.0,3799
The Biryani House,Chandigarh,Sector 17,Cafe,Food Court,No,No,3.8,329.0,225
Noodle Box,Chandigarh,Sector 17,"Biryani, Italian, Seafood",Dessert Parlour,No,Yes,4.2,553.0,138
Hotel Saffron,Chandigarh,Sector 22,"Desserts, Pizza",Quick Bites,No,No,4.4,623.0,408
New Taste of India,Chandigarh,Sector 35,Pizza,Food Court,Yes,No,2.7,293.0,125
The Pizza Palace,Chandigarh,Sector 17,"Street Food, Fast Food, Seafood",Dessert Parlour,No,Yes,4.3,105.0,315
Restaurant Taste of India,Chandigarh,Sector 22,"North Indian, Fast Food, Gujarati",Casual Dining,Yes,No,3.8,591.0,509
New Burger Barn,Chandigarh,Sector 22,Mexican,Cafe,No,Yes,4.4,497.0,881
Kebab King,Chandigarh,Sector 17,"Punjabi, Italian, Mughlai",Quick Bites,Yes,Yes,3.4,692.0,413
Hotel Sweet Tooth,Chandigarh,Sector 35,"Bengali, Mexican, Street Food",Fine Dining,Yes,No,4.8,722.0,3221
Restaurant Aroma Restaurant,Chandigarh,Sector 17,"Italian, Biryani, Pizza",Delivery,No,No,4.4,145.0,227
Hotel The Hungry Tiger,Chandigarh,Sector 17,"Seafood, Biryani, Mughlai",Casual Dining,Yes,Yes,3.2,,615
Dhaba Express,Chandigarh,Sector 35,Biryani,Bakery,No,No,4.2,430.0,266
Food Hub,Chandigarh,Sector 22,"Biryani, Mughlai, Seafood",Delivery,Yes,No,4.2,258.0,439
Pizza Palace,Indore,Palasia,"Rajasthani, Pizza",Quick Bites,Yes,No,2.6,546.0,334
Restaurant Dhaba Express,Indore,Vijay Nagar,Bengali,Dessert Parlour,No,No,4.0,610.0,133
New Grill House,Indore,Vijay Nagar,"Seafood, Italian",Dessert Parlour,Yes,Yes,4.3,250.0,108
Royal Biryani House,Indore,Vijay Nagar,"Beverages, Punjabi",Casual Dining,Yes,Yes,4.5,,928
The Pizza Palace,Indore,Vijay Nagar,"Continental, Thai",Dessert Parlour,No,No,4.3,197.0,571
Momo Point,Indore,Vijay Nagar,"Thai, Bengali, Desserts",Food Court,Yes,Yes,2.7,748.0,256
Shree Cloud Kitchen,Indore,Vijay Nagar,"Cafe, Mexican, Beverages",Fine Dining,Yes,No,,865.0,2503
Restaurant Dhaba Express,Indore,Palasia,"Continental, Bengali",Food Court,No,Yes,2.7,150.0,389
Royal Noodle Box,Indore,Vijay Nagar,Thai,Casual Dining,Yes,Yes,4.3,809.0,623
Restaurant Food Hub,Indore,Palasia,"Mexican, Rajasthani, Mughlai",Dessert Parlour,Yes,No,3.7,266.0,147
Royal Saffron,Indore,Vijay Nagar,"Pizza, North Indian, Gujarati",Dessert Parlour,No,Yes,3.3,112.0,269
Cafe Burger Barn,Indore,Vijay Nagar,"Beverages, Cafe, Rajasthani",Fine Dining,Yes,Yes,4.6,243.0,3841
Restaurant Kebab King,Indore,Palasia,Mughlai,Cafe,Yes,Yes,3.3,512.0,860
Biryani House,Indore,Vijay Nagar,Chinese,Fine Dining,No,Yes,,967.0,2201
New Momo Point,Indore,Palasia,Chinese,Cafe,Yes,Yes,3.5,595.0,570
The Hungry Tiger,Indore,Palasia,Cafe,Bakery,Yes,No,4.4,186.0,317
The Burger Barn,Indore,Vijay Nagar,"North Indian, Mughlai, Seafood",Delivery,Yes,No,3.4,605.0,146
Royal Tiffin Box,Indore,Vijay Nagar,"Mexican, Biryani",Bakery,Yes,Yes,4.3,139.0,509
Shree Curry Leaf,Indore,Vijay Nagar,"Thai, Chinese, Desserts",Delivery,Yes,Yes,3.0,149.0,381
Cafe Urban Kitchen,Indore,Palasia,"Chinese, Punjabi, Biryani",Delivery,Yes,Yes,3.9,92.0,379
Hotel The Hungry Tiger,Indore,Vijay Nagar,South Indian,Food Court,No,No,4.1,34.0,453
Royal Spice Garden,Indore,Vijay Nagar,Mughlai,Casual Dining,Yes,No,3.9,1376.0,951
Cafe Fusion Bites,Indore,Palasia,"Seafood, Fast Food",Food Court,No,No,3.1,277.0,249
New Noodle Box,Indore,Palasia,"Punjabi, Chinese",Dessert Parlour,Yes,No,3.1,53.0,418
New Saffron,Indore,Vijay Nagar,Cafe,Quick Bites,Yes,No,4.3,363.0,293
Dosa Corner,Indore,Palasia,"Mexican, Fast Food",Fine Dining,Yes,Yes,4.1,858.0,2433
The Cloud Kitchen,Indore,Vijay Nagar,"South Indian, Gujarati, Cafe",Quick Bites,Yes,Yes,3.7,581.0,414
New Grill House,Indore,Vijay Nagar,South Indian,Cafe,Yes,Yes,3.4,567.0,801
New Classic Dining,Indore,Vijay Nagar,"Italian, Pizza, Thai",Dessert Parlour,No,No,4.4,208.0,364
Noodle Box,Indore,Palasia,"Continental, Biryani",Fine Dining,No,Yes,4.2,1686.0,2708
Taste of India,Indore,Palasia,Continental,Cafe,No,No,3.4,1132.0,1139
The Hungry Tiger,Indore,Vijay Nagar,"Street Food, Seafood",Quick Bites,Yes,No,3.2,53.0,248
New Grill House,Indore,Vijay Nagar,North Indian,Dessert Parlour,No,No,3.1,296.0,505
Royal Flavor Town,Indore,Vijay Nagar,"Fast Food, Beverages, Continental",Delivery,Yes,No,2.9,349.0,241
Curry Leaf,Indore,Palasia,Street Food,Food Court,No,Yes,4.2,219.0,222
Hotel Tiffin Box,Bhopal,MP Nagar,"Fast Food, Seafood, Continental",Food Court,No,No,2.7,624.0,464
The Noodle Box,Bhopal,MP Nagar,Mexican,Delivery,Yes,No,3.5,424.0,168
Cloud Kitchen,Bhopal,MP Nagar,Cafe,Casual Dining,No,No,4.6,245.0,798
Cafe Fusion Bites,Bhopal,MP Nagar,Mughlai,Quick Bites,No,No,2.6,352.0,154
Spice Garden,Bhopal,MP Nagar,"Seafood, Desserts, Gujarati",Delivery,Yes,No,4.0,620.0,521
Royal Masala Twist,Bhopal,MP Nagar,"Cafe, Beverages",Fine Dining,Yes,Yes,4.1,1855.0,1790
Cafe Aroma Restaurant,Bhopal,MP Nagar,Continental,Dessert Parlour,Yes,No,4.2,152.0,400
Pizza Palace,Bhopal,Arera Colony,"Cafe, Punjabi, Biryani",Delivery,Yes,No,3.2,88.0,314
Hotel Aroma Restaurant,Bhopal,MP Nagar,"North Indian, Desserts",Quick Bites,Yes,No,,771.0,594
Hotel Cloud Kitchen,Bhopal,MP Nagar,South Indian,Fine Dining,No,No,3.9,939.0,2332
Food Hub,Bhopal,Arera Colony,Rajasthani,Fine Dining,Yes,No,4.0,1772.0,2218
New Saffron,Bhopal,Arera Colony,"Mexican, Fast Food",Cafe,Yes,No,3.8,1369.0,974
New Aroma Restaurant,Bhopal,MP Nagar,Continental,Quick Bites,Yes,No,4.1,208.0,329
The Fusion Bites,Bhopal,MP Nagar,Mughlai,Fine Dining,Yes,No,4.6,409.0,1718
Royal Flavor Town,Bhopal,Arera Colony,"Mexican, Chinese, Street Food",Food Court,Yes,Yes,2.5,271.0,331
Restaurant Pizza Palace,Bhopal,Arera Colony,"Street Food, Thai, Rajasthani",Fine Dining,Yes,No,4.0,1386.0,2999
Restaurant Masala Twist,Bhopal,MP Nagar,"North Indian, Punjabi",Casual Dining,No,No,4.4,408.0,599
Hotel Dhaba Express,Bhopal,Arera Colony,"Mexican, Thai",Fine Dining,No,Yes,4.5,1342.0,1594
Royal Kebab King,Bhopal,MP Nagar,"Rajasthani, Pizza, Mughlai",Quick Bites,Yes,No,3.9,631.0,366
Royal Fusion Bites,Bhopal,Arera Colony,"Thai, North Indian, Street Food",Cafe,No,No,4.6,291.0,1079
